Event name,Event type,Event region,Student token,Student state,Attendance State,Attended,Current situation,Institution,Qualification,Year of study,Final year?,Region interests,Created at
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,5433d4e0237eeea813d105840dcabd8c,available,registered,TRUE,graduated,Wellington Institute of Technology (Weltec),Bachelor Information Technology - Information Assurance Security & Certificate in Web Technologies,1,TRUE,"Masterton, Wellington",2017-07-10 14:23:41 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,5433d4e0237eeea813d105840dcabd8c,available,registered,FALSE,graduated,Wellington Institute of Technology (Weltec),Bachelor Information Technology - Information Assurance Security & Certificate in Web Technologies,1,TRUE,"Masterton, Wellington",2017-07-10 14:24:08 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,14af804a3a447deadd1da760e144333d,available,waitlisted,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, New Plymouth, PalmerstonNorth, Wellington",2017-07-10 14:48:24 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,14af804a3a447deadd1da760e144333d,available,registered,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, New Plymouth, PalmerstonNorth, Wellington",2017-07-10 14:50:56 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,14af804a3a447deadd1da760e144333d,available,registered,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, New Plymouth, PalmerstonNorth, Wellington",2017-07-10 14:51:03 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,14af804a3a447deadd1da760e144333d,available,registered,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, New Plymouth, PalmerstonNorth, Wellington",2017-07-10 14:51:14 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,871f0d88260663eafa074e7890dc38ab,hidden,registered,TRUE,studying,Victoria University of Wellington,BE(HONS) in Software Engineering,2,FALSE,Wellington,2017-07-10 15:00:05 +1200
Git Masterclass,Code Bootcamp,Wellington,871f0d88260663eafa074e7890dc38ab,hidden,registered,TRUE,studying,Victoria University of Wellington,BE(HONS) in Software Engineering,2,FALSE,Wellington,2017-07-10 15:00:33 +1200
AWS Masterclass,Code Bootcamp,Auckland,edc48b1387d99ffffba2865471af1b60,hidden,registered,TRUE,studying,Auckland University,"BSc/Ba majoring CS, Maths, Physics, Philosophy",4,TRUE,"Auckland, Christchurch, Wellington",2017-07-10 15:24:22 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,edc48b1387d99ffffba2865471af1b60,hidden,registered,TRUE,studying,Auckland University,"BSc/Ba majoring CS, Maths, Physics, Philosophy",4,TRUE,"Auckland, Christchurch, Wellington",2017-07-10 15:24:29 +1200
Mobile Driven Development,Code Bootcamp,Auckland,8794b21298efcca355252fd965b63bbd,available,registered,FALSE,graduated,Whitireia New Zealand,Post Graduate Diploma in IT,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-10 16:07:24 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,a033be78aa9317ce4596ffbcd144a018,available,registered,FALSE,studying,Auckland University,BE in Computer Systems,2,FALSE,Auckland,2017-07-10 16:53:38 +1200
Mobile Driven Development,Code Bootcamp,Auckland,b6b53fab64ab69b5f25376ba59bc249d,available,registered,FALSE,studying,Auckland University,BSc in Computer Science and Information system,6,TRUE,Auckland,2017-07-10 17:23:51 +1200
Mobile Driven Development,Code Bootcamp,Auckland,b48fece63c9c89a72d3c1200b3b14cf7,preparing,registered,TRUE,studying,Auckland University,Engineering(Honors),2,FALSE,Auckland,2017-07-10 17:50:23 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,9309d5930038b03be412b391e8956803,available,registered,TRUE,studying,Victoria University of Wellington,"Bachelors of Engineering (Honours), Majoring in Network Engineering",1,FALSE,Wellington,2017-07-10 18:02:48 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,65ebb9e3c98f590b7be482cbe205ccef,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor Degree in Computer Science,1,TRUE,Wellington,2017-07-10 18:15:53 +1200
Mobile Driven Development,Code Bootcamp,Auckland,49d653a2d812df7ab177b278b1ab21ec,available,registered,TRUE,studying,Auckland University,Bsc in Computer Science and Information System,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-10 19:24:14 +1200
AWS Masterclass,Code Bootcamp,Auckland,ced67b467237c4e8273445d20dcea19f,preparing,registered,TRUE,studying,Auckland University,BSc in Computer Science,3,FALSE,,2017-07-10 19:24:43 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,53d4d47a80d5709b82b162aceb471db7,available,registered,FALSE,studying,Auckland University,BE in Electrical and Electronics,4,TRUE,"Auckland, Christchurch, Tauranga, Wellington",2017-07-10 19:30:23 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,3aed17a8c9fb48e44a7fa97ba109170f,hidden,registered,TRUE,studying,Victoria University of Wellington,"BSc, majoring in Computer Science and Linguistics",2,FALSE,"Christchurch, Wellington",2017-07-10 19:30:45 +1200
Mobile Driven Development,Code Bootcamp,Auckland,6ae86884f12bf24270c5d3b9b5824b3d,preparing,registered,TRUE,studying,Auckland University,BSc in Computer Science,4,TRUE,,2017-07-10 19:39:30 +1200
Mobile Driven Development,Code Bootcamp,Auckland,66a0df77a35a345f6eb47960f375af51,available,registered,TRUE,studying,Auckland University,Master of Information Technology (Covering papers in Computer Science & Information Systems),4,FALSE,Auckland,2017-07-10 19:47:47 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,1b467ad42ecd8427b4d1158368c85edd,available,registered,FALSE,studying,Victoria University of Wellington,BE Software Engineering,2,FALSE,"Auckland, Wellington",2017-07-10 20:25:57 +1200
AWS Masterclass,Code Bootcamp,Auckland,05eee86d0900c7b84a068ddd7d77173f,available,registered,FALSE,graduated,Eastern Institute of Technology,Graduate Diploma in Information Technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-10 21:04:40 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,05eee86d0900c7b84a068ddd7d77173f,available,registered,FALSE,graduated,Eastern Institute of Technology,Graduate Diploma in Information Technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-10 21:04:52 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,05eee86d0900c7b84a068ddd7d77173f,available,registered,FALSE,graduated,Eastern Institute of Technology,Graduate Diploma in Information Technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-10 21:05:20 +1200
Mobile Driven Development,Code Bootcamp,Auckland,39bebe03dc59a0c2f148f415cc966515,preparing,registered,TRUE,studying,Auckland University,"BCom/BSc in Accounting, Computer Science, Infosys",3,FALSE,Auckland,2017-07-10 21:13:57 +1200
AWS Masterclass,Code Bootcamp,Auckland,39bebe03dc59a0c2f148f415cc966515,preparing,registered,TRUE,studying,Auckland University,"BCom/BSc in Accounting, Computer Science, Infosys",3,FALSE,Auckland,2017-07-10 21:14:36 +1200
Data Visualisation Fundamentals,Marketing Bootcamp,Wellington,323795c9dd27243b1d8ae4a602a1a612,available,registered,TRUE,studying,Victoria University of Wellington,Bcom in Marketing and International Business,4,TRUE,Wellington,2017-07-10 21:39:15 +1200
Mobile Driven Development,Code Bootcamp,Auckland,6c67d2d2003653ffd17ab966b5acb39e,available,registered,TRUE,studying,Auckland University,"BSc/BCom conjoint in Computer Science, Maths and Finance",2,FALSE,"Auckland, Christchurch",2017-07-10 21:55:31 +1200
Mobile Driven Development,Code Bootcamp,Auckland,d1b68c284efe57df44440e5c828c9615,available,registered,TRUE,studying,Auckland University,BSc in Computer Science,2,FALSE,Auckland,2017-07-10 22:19:43 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,1064802b72995979ba9e9c9a617d23e9,available,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Science,3,TRUE,"Wanaka, Wellington",2017-07-10 23:18:47 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,1064802b72995979ba9e9c9a617d23e9,available,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Science,3,TRUE,"Wanaka, Wellington",2017-07-10 23:24:20 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,43012c72e53ec8e80dc25bc20d8448f5,available,registered,TRUE,studying,Auckland University,BE(Hons) in Computer Systems Engineering,3,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-10 23:28:10 +1200
Mobile Driven Development,Code Bootcamp,Auckland,c715478ead6537a3b7130fa7146efbfb,hidden,registered,FALSE,studying,Auckland University,BE(Hons) in Computer Systems Engineering,3,FALSE,Auckland,2017-07-11 02:21:06 +1200
AWS Masterclass,Code Bootcamp,Auckland,c715478ead6537a3b7130fa7146efbfb,hidden,registered,TRUE,studying,Auckland University,BE(Hons) in Computer Systems Engineering,3,FALSE,Auckland,2017-07-11 02:22:25 +1200
Ruby Masterclass,Code Bootcamp,Wellington,b850dcbb76b2e833acb2666bc8b7f05c,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,Software Engineering,3,FALSE,Wellington,2017-07-11 03:04:02 +1200
JavaScript Masterclass,Code Bootcamp,Wellington,b850dcbb76b2e833acb2666bc8b7f05c,available,registered,TRUE,studying,Victoria University of Wellington,Software Engineering,3,FALSE,Wellington,2017-07-11 03:04:39 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,b850dcbb76b2e833acb2666bc8b7f05c,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,Software Engineering,3,FALSE,Wellington,2017-07-11 03:05:09 +1200
Agile Masterclass,Code Bootcamp,Wellington,b850dcbb76b2e833acb2666bc8b7f05c,available,waitlisted,FALSE,studying,Victoria University of Wellington,Software Engineering,3,FALSE,Wellington,2017-07-11 03:07:33 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,09b620605bade1e305e2e583f6de8b83,available,registered,FALSE,studying,Auckland University of Technology,Ph.D. in Social Sciences,3,FALSE,"Auckland, Wellington",2017-07-11 08:48:45 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,03ea10d8a20821d877c975a03fde05db,available,late_withdrawal,FALSE,studying,Yoobee School of Design,Dip Web Design and UX,1,TRUE,Wellington,2017-07-11 09:32:08 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,03ea10d8a20821d877c975a03fde05db,available,registered,TRUE,studying,Yoobee School of Design,Dip Web Design and UX,1,TRUE,Wellington,2017-07-11 09:33:20 +1200
Mobile Driven Development,Code Bootcamp,Auckland,912ea2ffb235ba491452ff240e337771,preparing,registered,TRUE,studying,Auckland University,BSc in Computer Science and Maths,3,FALSE,,2017-07-11 09:57:29 +1200
JavaScript Masterclass,Code Bootcamp,Wellington,03ea10d8a20821d877c975a03fde05db,available,registered,TRUE,studying,Yoobee School of Design,Dip Web Design and UX,1,TRUE,Wellington,2017-07-11 09:58:14 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,d4727865238e4d98745d37725d8a2258,hidden,late_withdrawal,FALSE,studying,Victoria University of Wellington,BEHons in Software Engineering,5,TRUE,Wellington,2017-07-11 10:48:51 +1200
Ruby Masterclass,Code Bootcamp,Wellington,d4727865238e4d98745d37725d8a2258,hidden,registered,TRUE,studying,Victoria University of Wellington,BEHons in Software Engineering,5,TRUE,Wellington,2017-07-11 10:48:58 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,bc7e79a016caa2f978ef817d107515fb,available,registered,TRUE,studying,Whitireia New Zealand,Postgraduate Diploma in Information Technology,1,TRUE,Wellington,2017-07-11 10:50:48 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,49d653a2d812df7ab177b278b1ab21ec,available,registered,FALSE,studying,Auckland University,Bsc in Computer Science and Information System,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-11 10:51:42 +1200
Mobile Driven Development,Code Bootcamp,Auckland,7fd483ea275e733ecea9ad6e1dbb224d,available,registered,TRUE,studying,Auckland University,Bsc in Computer Science and Information Systems,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-11 11:03:26 +1200
Mobile Driven Development,Code Bootcamp,Auckland,3db1e95a108d4c66cfcf99f10f0ee722,available,registered,TRUE,studying,Auckland University,Bachelor of Engineering/Bachelor of commerce con,3,FALSE,Auckland,2017-07-11 11:06:50 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,da55ecaff6e51021ff665d6adb8d4a3c,hidden,registered,TRUE,studying,Auckland University,BSc in Computer Science and Information Systems,3,TRUE,"Auckland, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-11 11:24:07 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,49d653a2d812df7ab177b278b1ab21ec,available,registered,TRUE,studying,Auckland University,Bsc in Computer Science and Information System,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-11 11:25:18 +1200
Mobile Driven Development,Code Bootcamp,Auckland,8541c844d511f4ad4f79c7f5829cf79c,hidden,registered,TRUE,studying,Auckland University,BE in software engineering and BCom conjoint,3,FALSE,,2017-07-11 11:39:57 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,343945683fa303b31af8bf81f0c70b4c,available,registered,TRUE,studying,Wellington Institute of Technology (Weltec),Graduate Diploma in Information Technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-11 12:55:49 +1200
Mobile Driven Development,Code Bootcamp,Auckland,75f0e799b31c6ef9d3b979d82944a970,available,registered,TRUE,studying,Auckland University,BE(hons) in Software Engineering,3,FALSE,"Auckland, Christchurch",2017-07-11 13:11:23 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,1233aff75d46121410d5a860ccfed10c,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of Science,1,TRUE,Wellington,2017-07-11 13:16:33 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,2c3c080b8a4d12ee92ef4502c17f2aca,available,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) Electronics & Computer Sys Engineering,1,FALSE,Wellington,2017-07-11 13:17:51 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,1baf72b8b9ab57b7314776935ca22ee8,available,registered,TRUE,studying,Whitireia New Zealand,Post graduate diploma in information technology,1,TRUE,"Christchurch, Dunedin, Hamilton, Kaitaia, New Plymouth, PalmerstonNorth, Wanaka, Wellington",2017-07-11 13:42:25 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,7265b3182f2009f49e2386975d898416,hidden,registered,TRUE,studying,Victoria University of Wellington,BEngHons in Software Engineering,1,FALSE,Wellington,2017-07-11 14:35:42 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,0d67cd5263b6ab9eaba6d626f2d9b176,available,registered,FALSE,studying,Auckland University,BE(Hons) in Computer Systems Engineering,2,FALSE,Auckland,2017-07-11 14:47:40 +1200
Mobile Driven Development,Code Bootcamp,Auckland,08347aa0c7c8eed7e559730ab958474f,available,registered,FALSE,discontinued,Auckland University,BE/BA (computer systems & logic and computation),2,FALSE,Auckland,2017-07-11 14:50:37 +1200
Mobile Driven Development,Code Bootcamp,Auckland,eb57cbcb7b58ab782a52a24fea771354,preparing,registered,TRUE,studying,Auckland University,BE(Hons) in Software Engineering,3,FALSE,"Auckland, Hamilton",2017-07-11 15:16:42 +1200
AWS Masterclass,Code Bootcamp,Auckland,912ea2ffb235ba491452ff240e337771,preparing,registered,TRUE,studying,Auckland University,BSc in Computer Science and Maths,3,FALSE,,2017-07-11 15:26:39 +1200
Mobile Driven Development,Code Bootcamp,Auckland,e9f0fbbba150fed0e8d853725f586fe6,hidden,registered,TRUE,studying,Auckland University,BE in software engineering and BCom finance,3,FALSE,Auckland,2017-07-11 15:28:52 +1200
Mobile Driven Development,Code Bootcamp,Auckland,320d7baa3d36c32955d024e17b69ba56,hidden,registered,TRUE,studying,Auckland University,BE in Software Engineering,3,FALSE,"Auckland, Hamilton",2017-07-11 16:31:26 +1200
Mobile Driven Development,Code Bootcamp,Auckland,35a6b37c37417558cf077ec7e1de7db5,available,registered,TRUE,studying,Auckland University,BE (hons) in Software Engineering,2,FALSE,Auckland,2017-07-11 17:32:32 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,3b631f5844d90806389b2239b7e98b44,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of commerce(Information System),3,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-11 18:01:33 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,320d7baa3d36c32955d024e17b69ba56,hidden,registered,FALSE,studying,Auckland University,BE in Software Engineering,3,FALSE,"Auckland, Hamilton",2017-07-11 18:18:56 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,320d7baa3d36c32955d024e17b69ba56,hidden,registered,TRUE,studying,Auckland University,BE in Software Engineering,3,FALSE,"Auckland, Hamilton",2017-07-11 18:22:22 +1200
